File,AnimalCrossingWeights,DoomWeights
003kprvwysr41.jpg,-0.28108534,0.43073815
0177myxmpiq41.jpg,-0.2812403,0.43093544
01vmlf4buap41.jpg,-0.105871774,0.21042228
04z5q0nunyt41.png,-0.2812403,0.43093544
05tmnohw0qn41.png,0.051151983,0.01355027
06wprmd2m7u41.jpg,0.38557845,-0.40649825
078yxwtp4gc41.png,0.36547995,-0.38138646
07fili2nses41.jpg,-0.28076297,0.43033525
07nqetuqw9w41.jpg,-0.2519866,0.39416257
07xjd27c8uy41.jpg,-0.2812403,0.43093544
086tektpmp051.jpg,0.37594745,-0.39259118
087sm5ltd8v41.png,-0.2812403,0.43093544
0al47gmk8xs41.jpg,-0.2812403,0.43093547
0c5l0ss550p41.jpg,-0.2812403,0.43093544
0czcmw8rmsz41.jpg,0.384153,-0.40527076
0ecs6bzy49051.jpg,-0.2812403,0.43093544
0f348gu5nuk41.jpg,-0.2812403,0.43093544
0g8ijg9h5fp41.png,-0.28123778,0.43093187
0gdakfpl6bh41.jpg,-0.2812403,0.43093544
0htu1r0l35y41.jpg,-0.28084695,0.43041268
0i7z32his4251.jpg,-0.2812403,0.43093544
0jun1e5etxu41.jpg,-0.281229,0.4309208
0k85pi0eqd151.jpg,0.3722408,-0.38828877
0lln1q0ag1r41.jpg,0.3780114,-0.38889444
0mzs9f0wb8z41.jpg,0.33836013,-0.34799415
0oinnuls0gp41.jpg,-0.2812403,0.43093544
0ozodkocirw41.jpg,-0.2812384,0.43093306
0p43pkc3jpn41.jpg,-0.26946515,0.41609392
0q0bg5pzgus41.jpg,0.17109126,-0.13665132
0t3s0u8rw7m41.jpg,0.2724031,-0.2652316
0tdpbogptdi41.jpg,-0.2812403,0.43093544
0u4sc9a1zp831.jpg,-0.2812403,0.43093544
0vvlmn9h7nu41.jpg,-0.2812403,0.43093544
0wovk4f2v0h41.jpg,0.2925044,-0.29004157
0yotitpwxht41.jpg,0.38653398,-0.40823078
10pvsht7efq41.jpg,0.3839151,-0.40518367
12g0suysuso41.jpg,-0.2812227,0.4309133
13texvno4be41.png,-0.2812403,0.43093544
14rcw19xb0h41.jpg,0.3850988,-0.40653566
156k820dq5151.png,-0.28124025,0.43093532
15dbc15lp2s41.jpg,0.37972158,-0.39981312
16zmxxo5fl251.jpg,0.38393906,-0.40300894
170bp0mkvju41.jpg,-0.2812403,0.4309354
180mf4lt79l31.jpg,-0.281219,0.4309078
1869awy2j1p41.jpg,-0.28121325,0.43090025
193gf5t0emo41.png,-0.2812403,0.43093544
1be6ge0vqrx41.jpg,0.3541406,-0.36738795
1ftp93wuexn41.png,-0.2812403,0.43093544
1gy9hfyzkmp31.jpg,-0.22703043,0.36277872
1hvci9xecgm41.jpg,0.24270499,-0.22698668
1if48k12e1q41.jpg,0.3207911,-0.32588863
1iydjh1w9xz41.jpg,-0.1753574,0.29807532
1j7g7e4pp2f31.jpg,-0.2812403,0.43093544
1kool8vkq0r41.jpg,-0.28124022,0.43093535
1kunist4yeq31.jpg,-0.2812403,0.43093544
1m4kgui15us41.jpg,0.29259777,-0.2867575
1mau9ybffiq41.jpg,-0.27915615,0.4283154
1nj60xs06y151.jpg,-0.19063455,0.3170529
1odwlt3080p41.jpg,-0.28123087,0.43092355
1oo31jmwtga31.png,-0.2812403,0.43093544
1or123myt6151.jpg,-0.2812403,0.43093544
1ppdvul5ll051.jpg,-0.27467152,0.4226699
1vinuy2dhxs31.png,-0.28123415,0.43092757
1vumfgyx74o41.jpg,-0.2811635,0.43083885
1vy8abm.jpg,-0.05844184,0.15164785
1ysls0bwut251.jpg,-0.2812403,0.43093544
1zRyR8x.png,-0.2812403,0.43093544
23tuxt9bkev41.jpg,0.28008235,-0.26757008
24u6bnam9by41.jpg,0.2669834,-0.25531074
25aloeo9bqz41.png,0.37984642,-0.39957237
2670q4hbi1t41.jpg,0.37850523,-0.39160648
26a97ocpvmw41.jpg,0.19629127,-0.17010619
27b4j8cwust41.jpg,0.38498086,-0.40633297
27y01mezsly21.jpg,-0.04930263,0.13947274
280hldd1i5251.jpg,-0.2812403,0.43093544
29ma2prvq9q41.jpg,0.32329565,-0.32748708
2al5h2tbpub21.jpg,-0.06739903,0.16260189
2auesk1lhev41.png,-0.28122818,0.4309202
2c0drcqw07151.jpg,0.32824868,-0.33510977
2c6hy34fl7g11.png,-0.2812403,0.43093544
2cetpgx467u41.png,0.37040505,-0.38765985
2chcpwqx8ho41.jpg,-0.28123695,0.43093118
2eet6z805a251.jpg,0.33787936,-0.34606937
2ehmq0fjpj051.jpg,-0.2812403,0.43093544
2fdzujcpytn41.png,-0.2812403,0.43093544
2g1c09whuqq41.jpg,-0.2812403,0.43093544
2ir6nzse8tt41.jpg,0.07463112,-0.01711243
2jawonnlz6s41.png,-0.2812403,0.43093544
2kc00ewaazv41.jpg,-0.2812403,0.43093544
2mfsv2okrlw41.jpg,0.385496,-0.40716866
2qu6fck1ion41.jpg,-0.2812403,0.43093544
2ravrz45dhv41.jpg,-0.2812403,0.43093544
2rEmbwo.jpg,-0.2812403,0.43093544
2w2bmlvuf2i11.jpg,-0.28114125,0.4308114
2xg56b1ilme31.jpg,-0.2808633,0.43025088
2z1iwjt5f4o41.jpg,0.37009323,-0.3863282
2z2s1hmg4gs41.png,0.38413838,-0.40541753
2zrwo9apu0q41.jpg,-0.2812403,0.43093544
31gdidag9it41.jpg,-0.2812402,0.43093526
32sxdlxm6no41.png,-0.2812403,0.43093544
33s6x3zwrqz41.jpg,0.35741064,-0.37133363
34a2yor313251.jpg,-0.2812403,0.43093544
34maiemumfo41.jpg,0.3738445,-0.39245975
34v33rzwnmz41.jpg,-0.2812403,0.43093544
35whcsia1kz41.jpg,-0.27201873,0.41934574
3615jytspzg31.jpg,-0.2812403,0.43093544
36zcf5oey2u41.jpg,0.3792567,-0.39941955
373ovvidqmx41.jpg,-0.28124025,0.43093538
382c1abqgbw41.jpg,0.3756587,-0.3866451
38axyof8eat41.jpg,0.24313605,-0.22658676
38ubn1fm9j241.png,-0.26389855,0.40907907
3bd13tz2i7q41.jpg,-0.28123543,0.43092817
3ffya37h56v41.jpg,-0.28124017,0.43093517
3g7yb3jo1uk41.png,-0.2812403,0.43093544
3ii4tgihg2s41.jpg,-0.28123868,0.43093336
3ioh6div1gx41.jpg,0.38655818,-0.40864027
3iz296yovfs41.jpg,-0.28121045,0.43089628
3j6cs2mqujv41.jpg,-0.2812403,0.43093544
3jez3vw7q2r41.png,-0.28124025,0.43093535
3jj3z878i3q41.png,-0.161549,0.24213623
3l1pw0g64qo41.jpg,-0.2812403,0.43093544
3nrt721qhcu41.jpg,-0.28124025,0.43093532
3q66zq2et8v41.jpg,0.37651786,-0.3957962
3qix8hhweme41.png,-0.2812403,0.43093544
3sgam7u8gaj41.jpg,-0.2812401,0.43093532
3t20xi73jee21.png,-0.2812403,0.43093544
3t8bqmnrrj931.png,-0.2812379,0.43093237
3t8w4mbjhs051.jpg,-0.2812403,0.43093544
3tp6k4rcpxw41.jpg,0.38494292,-0.40642074
3u4cqdipdjx41.jpg,0.22523811,-0.20574069
3u5v8o3hbus41.jpg,0.24039862,-0.23145089
3vtmpbso10w11.jpg,-0.2812403,0.43093544
3wcokvej5ez41.png,-0.2812403,0.43093544
3wkpNSV.jpg,-0.28121176,0.4308995
3xfc3u4woq051.jpg,0.3855409,-0.40716162
3xmo6g2hcne41.png,-0.28123984,0.43093485
3z7tpqi98et41.jpg,-0.2754159,0.42349592
40p91imiaz051.jpg,-0.2812395,0.43093443
41sqdgyaj4o41.jpg,-0.2812403,0.43093544
4278caqzhui31.jpg,-0.2812403,0.43093544
44u0n9vdewh11.png,-0.2812403,0.43093544
45lkue67w9a31.jpg,0.060241528,-0.00367653
46idi7ua0ma41.jpg,-0.2812403,0.43093544
470ajfbonzx41.png,-0.2812403,0.43093544
47oy7ru3ikt41.png,-0.2812185,0.43090895
4c11bwxziut41.png,-0.2812403,0.43093544
4c6ziha70mu41.jpg,-0.28123948,0.43093452
4ch49n7ggo251.jpg,0.31914136,-0.3252611
4d1njzkqe6w41.jpg,0.37799197,-0.39703736
4egj432jsq531.png,-0.2812403,0.43093544
4fnoph9zt5y41.png,-0.2812403,0.43093544
4gocp91yv4y41.jpg,0.3263556,-0.33407864
4igxwxi03or41.jpg,-0.28124028,0.4309354
4jl524vvhpo41.jpg,0.3716987,-0.38608062
4ktzur47yac31.png,-0.2812403,0.43093544
4kwq530on7u41.png,-0.2812403,0.43093544
4lhszcvq0i251.jpg,0.38642305,-0.40780896
4m4bnqg4ofs41.jpg,-0.28124028,0.4309354
4mpf2rkgftp41.jpg,-0.2812403,0.43093544
4nese5zm7ye21.jpg,-0.2812403,0.43093544
4nkvoclepyu31.png,-0.2812403,0.43093544
4r4tqywnb7u41.jpg,-0.28084612,0.4303997
4rccqx85b3w31.jpg,-0.28120643,0.43089232
4sxahrwri9641.jpg,-0.28048998,0.4299622
4ttnvnb0iq051.jpg,-0.2812403,0.43093544
4w9dwthe38051.jpg,0.2483952,-0.23213795
4wexc24oxs051.jpg,-0.27612576,0.42450336
4z78v30g4dy41.jpg,0.37434292,-0.39298096
50fbkx2nr6y41.jpg,-0.2812403,0.43093544
51cjlvkjesx41.jpg,-0.27633393,0.42476028
5203c54f0jo31.jpg,0.34843504,-0.35948345
52kqzfbdza251.jpg,0.3591045,-0.37420064
530whgrnajx41.jpg,0.36742914,-0.384005
53k85690bc741.jpg,0.16148654,-0.12693894
54pixwaa0y331.jpg,0.14088601,-0.09946819
54urpikvs7u41.png,-0.28115612,0.43082556
59f543h0zfp41.jpg,-0.25800002,0.40138796
5aja02wr0pp41.png,-0.2812403,0.43093544
5bimv0esbkw41.png,-0.28123334,0.43092602
5bshdgj5zlq41.jpg,-0.28121507,0.43090308
5ccvhjp6jhk41.jpg,-0.28123963,0.4309345
5d739cp70pp41.jpg,0.3854145,-0.4070608
5d7ha2qj5ms41.png,0.36807337,-0.38529414
5fqz3vkvw8q41.jpg,0.38196757,-0.40081015
5i0u3dtau4a31.jpg,0.38457423,-0.40610576
5ibkz90rpdp21.jpg,0.38481212,-0.40688446
5izbphlfqey41.jpg,0.22812599,-0.20948663
5m3ii7q9x9p41.jpg,0.38652778,-0.4085261
5mal6lvkrmx41.jpg,0.34667388,-0.3565364
5n2rzgxc14151.jpg,-0.2812403,0.43093544
5ncnb04v26t41.jpg,-0.1777111,0.3009448
5nf65gq24gw41.jpg,0.3796387,-0.3999279
5piuumui8ln41.jpg,-0.2812403,0.43093544
5qwujo8q42w41.jpg,0.31914887,-0.317519
5r07rfqoaor21.jpg,-0.2812403,0.43093544
5ugtlptn0o631.jpg,0.20519972,-0.17967159
5v81bzxrxvw41.png,-0.2812403,0.43093544
5y44s4i5xsz21.png,-0.2750105,0.42308295
5yu10oi529u41.jpg,0.15269694,-0.10064037
5z9qecnrjq931.png,-0.2812403,0.43093544
60m316tz31741.jpg,-0.2812403,0.43093544
60wuqc68cao41.png,-0.2812403,0.43093544
624i2pna97q41.jpg,0.3683276,-0.38563547
62rx65xcwgp41.jpg,0.38520965,-0.40701085
63ns615okdy41.jpg,0.37305838,-0.38979748
68xk29grdw251.jpg,0.34611818,-0.35752657
6bkg3ot4xi151.jpg,0.36721012,-0.38409948
6bx5outyw7p41.jpg,-0.2812403,0.43093544
6ec5jyr57jo41.jpg,-0.28124028,0.43093538
6ehb04xvber41.jpg,0.37663338,-0.39550146
6elwirqlh7v41.jpg,0.38627723,-0.40809366
6gxfni1fpon41.png,0.29397035,-0.29050732
6ife5p6ecxd41.jpg,-0.21002057,0.34138876
6ijl2n0tt1c21.jpg,-0.2812403,0.43093544
6iu55lbl3pj41.jpg,-0.28022742,0.42992333
6k0cx05ktx441.jpg,-0.28124025,0.43093538
6klatp7hifn41.png,-0.2812403,0.43093544
6mfhsgu63hx41.jpg,-0.2812403,0.43093544
6nqw8yqrbcl41.jpg,-0.2812402,0.43093526
6nr896pfw2t31.jpg,-0.28124017,0.4309352
6nu1yps59s051.jpg,-0.2727263,0.42023757
6obmy1162po41.jpg,0.37991968,-0.39798468
6qwnlgi3osh31.jpg,-0.2812403,0.43093544
6qzlx9s5ha431.jpg,-0.2812403,0.43093544
6r8i57hmzk151.jpg,-0.2812403,0.43093544
6rkbh008q8p41.jpg,0.38614807,-0.40793443
6snk59y7os251.jpg,0.38093024,-0.40092343
6tHQ2Ns.jpg,-0.2812403,0.43093544
6toaz25p7nn41.png,0.2737993,-0.26689887
6ugubymg6fv41.jpg,0.38599822,-0.40780666
6w8x05b93xs41.jpg,0.37008384,-0.38760382
6wgiymw7qmp41.jpg,-0.27321512,0.42082775
6wqdw6iyzok31.jpg,-0.27953187,0.42876124
6xbpep0g42s41.jpg,-0.2812403,0.43093544
6xl3bltuf0t41.png,0.20893651,-0.1832631
70j7urf9t1u41.jpg,-0.2812403,0.43093544
71mvam92e7f41.jpg,-0.2812403,0.43093544
72twsly4v7i41.jpg,-0.2812403,0.43093544
733kr2ixqd541.jpg,-0.2812386,0.43093324
73ysdwm7lx431.jpg,-0.2812403,0.43093544
74p1pze5l4051.jpg,0.38496518,-0.4051445
74wa4k1bk2051.jpg,0.38520706,-0.40686533
76052iu7zdt41.jpg,-0.2811358,0.4308039
76kutc50hbo41.jpg,-0.28124025,0.43093535
77fw2i46wfn41.jpg,-0.2812403,0.43093544
77t4q1bouzp41.jpg,0.009392001,0.06355855
7893ogdapdz41.jpg,0.34407562,-0.35301217
79e7jro755251.jpg,-0.2812403,0.43093544
7ajg3ewgi4z41.jpg,-0.28123987,0.43093485
7b2m31wofk641.jpg,-0.28109202,0.43081683
7byvq15say051.jpg,0.38488522,-0.40605366
7c3lyx28tzt41.jpg,-0.2812403,0.43093544
7cjs4y9ouio41.png,-0.2812403,0.43093544
7gh14vki09p41.jpg,-0.2812403,0.43093544
7lzcc2z1r2x41.jpg,0.38634115,-0.40822077
7nsxavuzflu41.png,0.37956184,-0.39993486
7o0coqjaqfo41.jpg,-0.2812403,0.43093544
7o1uv92pf4s41.jpg,0.37288263,-0.38835514
7ol380jp21u41.jpg,0.37916017,-0.39921805
7pktb54531t41.png,-0.2812403,0.43093544
7roy7fr5giy41.jpg,0.3741033,-0.39268333
7rzpqibvytf11.png,0.28368142,-0.27694255
7sw501vultm31.jpg,-0.27956396,0.4287989
7uwebefw0fp41.jpg,0.36976403,-0.3865326
7v8k0iybpsw41.jpg,0.38661227,-0.4087136
7vo8ybo1skm41.jpg,-0.28122973,0.43092307
7vpp45mytrn41.jpg,-0.2812403,0.43093544
7vvfiqto1ge41.png,0.03262057,0.0370864
7xcbunxbv2u41.jpg,0.22196576,-0.19131148
7xwxdkt41pg41.png,-0.2812403,0.43093544
7yc49g2qdsz41.jpg,0.38455445,-0.4057766
800d1j0d4l251.jpg,0.38109788,-0.40148443
806yecxwtms41.jpg,-0.2812403,0.43093544
829OQv9.jpg,-0.281209,0.43089604
84favyra9xq41.jpg,-0.2812403,0.43093544
85q7uukr0nm41.png,0.38385108,-0.40506238
870ng9avw8o41.jpg,-0.28123844,0.43093264
8817or55wvs41.jpg,0.3764003,-0.39522535
89lbf73li2v41.jpg,-0.2812403,0.43093544
89ydqw3k2cr41.jpg,-0.2812285,0.430919
89yxnklxkds41.jpg,0.37638357,-0.39555156
8aGPHwF.jpg,-0.28104633,0.43065757
8an21xiwotm41.png,0.38096532,-0.40141806
8bcs70vryno41.jpg,-0.2812388,0.43093422
8cekv2yjjv251.jpg,0.3654831,-0.38137367
8cpsi2u6tps41.jpg,-0.2812403,0.43093544
8d04ur941iq41.jpg,0.34972382,-0.36182886
8eDHQqS.jpg,-0.2812403,0.43093544
8f81b6uhcow41.jpg,0.37909538,-0.3986436
8fu1s5n87fs41.jpg,0.38473883,-0.40572318
8iOjAWe.jpg,-0.23171598,0.3683699
8jdhlhbbuap41.jpg,-0.056776322,0.14793448
8JxCYKp.png,-0.28123048,0.43092304
8kea3k0a99o41.jpg,-0.2812403,0.43093544
8lcwtasnr4051.png,-0.2812391,0.43093383
8lgc3zd9b9151.jpg,-0.27123734,0.41816515
8m741cmscov41.jpg,0.38670418,-0.40819418
8MCVboY.jpg,0.379992,-0.39790395
8mpv1w6hv2p41.jpg,-0.28124028,0.43093538
8nv4qoa6fpy41.jpg,0.3205854,-0.3253606
8ny07jwn7un41.png,-0.28124028,0.43093535
8otyi9hamct41.jpg,-0.28124025,0.43093532
8ren1f5943q41.png,0.38624427,-0.40797085
8rgk28sk63a31.jpg,-0.28124017,0.43093526
8rl34ovs2gq41.png,-0.27588832,0.42334956
8rumuyzzh2r41.png,-0.2812403,0.43093544
8s68yn8wi6b41.jpg,-0.2812403,0.43093544
8sbsurwh7ou41.jpg,-0.02995599,0.116654396
8si5yl8cu2541.jpg,-0.2812403,0.43093544
8sr2fzd41aq41.jpg,-0.2812402,0.43093526
8v7vsv172t051.jpg,-0.28123614,0.43093014
8vc9cwbj34251.jpg,-0.28041968,0.42990965
8w85afmqwtq41.jpg,-0.28111678,0.43078977
8wcem3qh8de41.jpg,0.3019464,-0.30222306
8wr5wde41ht41.jpg,-0.2812403,0.43093544
8x2sbemh0zb41.png,-0.2812403,0.43093544
9101cbvcjar41.jpg,0.38662028,-0.40847787
9275v579pt541.png,-0.2812403,0.43093544
9278w203q2y41.jpg,0.3865046,-0.40815532
928z9h23sp251.jpg,-0.28070447,0.4302054
