File,AnimalCrossingWeights,DoomWeights
92crm8xnhdv41.jpg,-0.28002948,0.42941296
93nvxauhqx051.jpg,-0.28123876,0.43093312
94es8kyx2gq41.png,-0.28123707,0.43093127
94wdrbbld4u41.png,-0.2812403,0.43093544
95itt33yxdv41.jpg,-0.2812403,0.43093544
95senj68juz41.jpg,0.073350795,-0.014078718
9636gdkoj8d21.jpg,-0.2812403,0.43093544
96d2rfs8mh431.jpg,-0.2812403,0.43093544
9dlgye9ecep41.jpg,-0.28063792,0.43017775
9eaffvomylu41.png,0.25518224,-0.24242556
9ht6b1kmf6731.jpg,-0.073391855,0.16909969
9itb2zwk0bo41.jpg,-0.2812403,0.43093544
9jnzs825cem21.jpg,-0.2812398,0.43093482
9md0uw7o5ty41.png,-0.2812403,0.43093544
9mm78thz7jz41.jpg,0.25534296,-0.2426337
9mpuxs9oo3p41.jpg,-0.071769126,0.16199762
9my0pa9jf5u41.jpg,-0.28081182,0.43037394
9n53e3cc2qo41.jpg,-0.28123832,0.43093225
9nkshyrrm0u41.jpg,-0.2812403,0.43093544
9qfgjoud73s41.jpg,0.3380127,-0.34698373
9s3q7mmyed051.jpg,0.16811395,-0.1334638
9ti85wdzgfs41.jpg,-0.2812403,0.43093544
9tqxpwuw5dq41.jpg,-0.2812403,0.43093544
9ws1onrchqu41.jpg,-0.051817186,0.14301087
9y8d7j0n1w151.jpg,0.36451885,-0.38007754
9z7t24i8ddw41.jpg,-0.28120607,0.43089238
a07mti5yvol41.jpg,-0.2812401,0.43093517
a0hmyfbt2ey41.png,0.043804243,0.025136579
a2vvzng7g7v41.jpg,0.37091488,-0.3887871
a3578oj6dkw41.jpg,-0.2812403,0.43093544
a46ep8c89jq41.jpg,-0.2812403,0.43093544
a4smr48spjz41.jpg,-0.28124028,0.4309354
a56ql61z32g41.jpg,-0.2812403,0.43093544
a6m1x4fopez41.jpg,-0.28124002,0.43093508
a6qi2w8lsv531.jpg,-0.2604403,0.40522203
a7esrnrg75151.jpg,-0.2812403,0.43093544
a7gup5ll2js41.jpg,0.38074672,-0.40121865
a85jxzlw1vy41.jpg,0.3567604,-0.37117118
a9aee4s4nmo41.jpg,-0.28079182,0.43035564
aamjnmrm65i41.jpg,0.037375607,0.031997893
ab4rer53uug31.jpg,0.2867446,-0.28290957
ab92nh329mz41.jpg,0.22709033,-0.20511578
abx0demjy9x41.jpg,0.32553697,-0.3295073
ac7l2g40fi051.jpg,-0.28123695,0.43093038
ahnq9g4fh2p41.jpg,0.3841836,-0.40348014
ajbtix5go3c31.jpg,-0.2812403,0.43093544
ak3j1dwwqpo41.jpg,-0.2812403,0.43093544
ak4jo5tt13o41.jpg,0.38653934,-0.4086829
ak680mftdst41.jpg,0.363908,-0.3791899
al0shs07imx41.jpg,0.3733643,-0.39103663
AlACNko.jpg,0.36668906,-0.38271543
alxs1nonx5o31.jpg,-0.2812403,0.43093544
am44icg7y9r41.jpg,-0.2812403,0.43093544
amwui5wy0ax41.jpg,-0.2812403,0.43093544
ao9x8kxulax41.jpg,-0.2812403,0.43093544
aq0xqqjujnr31.jpg,-0.2812403,0.43093544
atld4xbdnyv41.jpg,-0.2808227,0.4304521
au8drs67x7y41.jpg,-0.28123498,0.43092874
auevt60qvux41.jpg,-0.0016704127,0.08006029
austmhcaccs41.jpg,-0.28075114,0.43032026
av0qy2xinfs41.jpg,0.37615207,-0.39517084
avn4zjx159l41.png,-0.13017094,0.24085715
axvx69l9xau41.jpg,-0.28123936,0.43093473
ayr5bbjy0oo41.jpg,-0.2812403,0.43093544
az1gw6avyo331.png,-0.2812403,0.43093544
b0kktbrcl6w41.jpg,0.37518343,-0.39415243
b57mko9eqav41.png,-0.2812403,0.43093544
b5x6s7la21v41.jpg,0.33617067,-0.33447155
b6elmj6ongs41.png,-0.2812403,0.43093544
b6yc9yvet5251.jpg,-0.28100616,0.43065026
b7kjl55n6s131.jpg,-0.2812403,0.43093544
b9hfzol3nut41.jpg,0.37924847,-0.39915767
bccmkc303cs41.jpg,0.06843622,-0.008722808
bczujeyv9ur41.jpg,-0.2760766,0.423474
bd4tz6iewq631.png,-0.2812403,0.43093547
bdby55yatls41.jpg,0.30109876,-0.29992688
bf9ojmz86vj31.jpg,-0.124221526,0.23604226
bfsd4zxgcww41.jpg,-0.28124025,0.43093535
bfyu5244pku41.jpg,-0.28123906,0.43093386
bgaf0p86x8l41.png,-0.28061685,0.43012142
bhhnp13bfs151.jpg,0.3717496,-0.3899522
bizvfgf5js431.jpg,-0.28124017,0.43093526
bktw15fadjv41.jpg,-0.28048694,0.42998403
bm2laxad7fw41.jpg,0.16213918,-0.12501317
bmw5e4nk13n41.jpg,0.37537718,-0.3945981
bn6q5o00nuq41.png,-0.2812403,0.43093544
bn8h36891az41.jpg,-0.28123325,0.43092656
boz44y6cffk41.jpg,-0.28121057,0.43090153
brwlzwlbonv41.jpg,-0.28120673,0.4308931
bsy4tw0xa0q41.png,-0.19654605,0.3244452
bt1uub7yac631.jpg,-0.2812403,0.43093544
btoloosiwys41.jpg,0.26493064,-0.25445166
buum2l6wkxs11.jpg,-0.2812403,0.43093544
buwnc37azvo41.jpg,-0.28109586,0.4307638
bvpbvf68v7p41.jpg,-0.2812403,0.43093544
bvrn2ehkxvo41.jpg,0.3835172,-0.40390182
bx2j3wzaw7z41.png,0.3173454,-0.3163419
by5d7vhomhl41.jpg,-0.2812302,0.43092299
by9xgrz8wwn41.png,-0.2812403,0.4309354
bz67JdS.jpg,0.3791796,-0.39919063
bz8gh35gwsv41.jpg,-0.2810578,0.43070573
bzfflut29q841.jpg,-0.28123826,0.43093276
bzyl5fpj00p41.jpg,-0.281227,0.43092722
c01cwq2a9cz41.jpg,-0.2789419,0.42804554
c07285vt2ay41.jpg,0.38635123,-0.40643594
c1dkr5y7qwy41.jpg,-0.2812403,0.43093544
c1eqgnulqil21.png,-0.2812403,0.4309354
c1w47kjs2wn41.png,-0.2812403,0.43093544
c253iqmbjhu41.jpg,-0.2812403,0.43093544
c2ghxijo1qm41.jpg,-0.2812403,0.43093544
c5cojm0drrz41.jpg,0.38586888,-0.40742418
c6gih293mzr41.jpg,-0.05159789,0.1369204
c6h37ln0xlt41.jpg,0.31510434,-0.3177128
c6kwhhh5n4q41.jpg,-0.2812403,0.43093544
c79oubyo5eo41.jpg,0.36138448,-0.37713632
c7m1nm6rckz41.jpg,0.19243744,-0.15655062
c7ny6mujkex41.jpg,-0.11850326,0.22633386
c80236ddahq41.jpg,0.38287398,-0.40375343
cahmu5f1x2w41.jpg,-0.2812403,0.43093544
cahoikmgibc41.jpg,-0.28121135,0.43090138
cc4rqooxtx051.jpg,0.38621053,-0.4078167
ccm3xnj2nzy41.jpg,0.37940112,-0.39961886
cdbi9isv54n41.jpg,-0.28118885,0.43087214
cdkj75ly1st41.jpg,0.3344277,-0.3421496
ceehhoo6j8w41.jpg,-0.14469263,0.27735043
cfby0zxfqdw41.jpg,-0.2812403,0.43093544
cg0ujkrq05z41.png,-0.2812403,0.43093544
cg1wru6phrd31.jpg,-0.2812403,0.43093544
cgj4oeyh2jr41.jpg,-0.2809498,0.43057135
cgsoj0zurx231.jpg,-0.2812403,0.43093544
chabhu8mdet41.png,-0.2812403,0.43093544
chc6w2kbnxh31.png,-0.28121904,0.43090525
chx0tdaihzt41.jpg,0.25945392,-0.24614629
cjd5a9nfu1o41.png,-0.2812403,0.43093544
cjpeg8izgsy41.jpg,0.38340122,-0.4047707
ckdgaab9d6v41.jpg,0.27815711,-0.26984295
ckpedxfzdrh41.png,-0.27943143,0.42866042
ckvouhy857051.jpg,0.36724508,-0.38430506
clxc6b100ws21.jpg,-0.2812403,0.43093544
cmrtvs5id7151.jpg,0.38567773,-0.4075199
co4m0ecwcmu41.jpg,-0.28124022,0.43093526
coi10myq57r41.jpg,-0.28123012,0.43092227
cq0pmqg8pe151.jpg,0.38007537,-0.40037546
crm727xunzl31.png,-0.28084767,0.43028533
cvwz9s169dc41.png,-0.28123048,0.43092215
cxowqxjvkzq41.jpg,-0.2812403,0.43093544
cyj0wimbluo41.png,-0.28123063,0.43092245
cz5092f3hz051.jpg,0.02661293,0.045060147
d0p66nf7eyx41.jpg,0.37326646,-0.39171237
d29t53ljecd41.png,-0.2812403,0.43093544
d5gjva6g1s241.jpg,-0.2812403,0.43093544
d6uyw03yb0p41.jpg,-0.2812403,0.43093544
d73ayh9a8un41.png,0.3155879,-0.31968233
db254ohw6to41.jpg,0.18613687,-0.15586932
dbdqarquvaq41.jpg,0.28313786,-0.2603818
dbhg5nknpgr41.jpg,-0.2812403,0.43093544
dbkt6ll0g6e41.jpg,0.11880904,-0.06847158
ddhmkqzdz5f41.png,-0.2812403,0.43093544
ddvaaec5vao41.jpg,-0.2812403,0.43093544
dejy3yyz3y151.jpg,0.35684323,-0.3704089
df0x8n0pbel31.png,-0.2812403,0.43093544
df7ufpug69o41.jpg,-0.2812403,0.43093544
dgovey0djwg41.jpg,-0.2812403,0.43093544
dhpg27qzffj41.jpg,-0.2812403,0.43093544
dkbdimdugen41.jpg,-0.28124022,0.43093538
dlj722lgx4251.jpg,-0.28033426,0.4297945
dn1ymm9e9pn41.jpg,-0.2812403,0.43093544
dn2ik397y0k41.png,0.3325427,-0.34054482
dnmde0doj7p41.jpg,-0.2812403,0.43093544
dosv6e5lib051.jpg,0.38675126,-0.40870574
ds6c2bngovt41.jpg,-0.28123993,0.43093494
dxa8086pwdb41.jpg,-0.2812403,0.43093544
dxfqi7qxl9k41.jpg,0.37275562,-0.39029488
dxkeutjrcvr41.jpg,-0.28124022,0.43093532
dz1xwxlnfrp41.jpg,-0.2812403,0.43093544
e0skxeer0mp41.jpg,-0.2812403,0.43093544
e193r4coxto41.jpg,-0.2812403,0.43093544
e1a2dkzwh5w41.jpg,0.04753592,0.020167638
e6brxe61cyw41.jpg,0.3713608,-0.38851327
e7gtx82nayw41.jpg,-0.18973246,0.3159699
e81m057ip5v41.jpg,-0.2812403,0.43093544
e9ir5bpuh2w41.jpg,0.3693396,-0.3857026
e9labbtryqf31.png,-0.2812403,0.43093544
ebb0wuj1y9o41.jpg,0.30636325,-0.30712244
ebr019iyv5x41.jpg,-0.2812403,0.43093544
edzmjwz6psy41.jpg,0.1943205,-0.16640493
eg3mu7r232q41.jpg,-0.2812403,0.43093544
eg9yhhewohi41.jpg,0.3722911,-0.3905621
